OrderID, ProductID, Quantity, Discount
928,13,1,32.9
495,18,3,45.63
924,22,4,27.27
713,10,3,32.79
235,99,2,21.76
3105,17,3,17.58
1896,99,4,16.96
4719,95,2,6.39
3986,37,4,2.94
544,14,1,30.49
1120,56,4,21.78
4807,32,4,18.14
595,74,2,40.72
2654,41,4,24.63
1863,52,3,21.95
2459,36,2,48.86
492,16,3,26.92
2807,62,1,5.82
2252,60,3,32.93
969,40,1,33.3
4377,70,4,47.58
1579,36,4,18.73
345,26,2,29.96
433,22,2,42.69
2103,82,5,0.99
1410,7,4,47.74
4389,95,4,28.31
104,59,1,6.77
1427,39,4,31.97
556,62,2,28.18
568,83,1,12.66
14,14,3,24.12
2049,63,4,8.16
2947,56,4,49.6
1314,93,3,44.16
1949,15,5,20.45
4762,25,3,19.89
2660,21,3,48.11
4420,11,5,5.49
2171,78,2,40.03
2105,24,4,15.03
3387,12,3,23.83
3597,6,4,11.87
1693,11,3,31.8
4567,97,5,48.51
4830,4,2,42.33
4142,99,1,4.23
4800,82,3,23.07
2202,79,2,43.95
1221,25,2,48.16
4427,94,1,5
457,50,4,6.21
4640,75,1,44.12
1852,78,3,22.05
293,81,1,42.77
4362,62,3,4.71
1540,54,5,16.06
4370,96,1,45.13
4822,41,3,41.97
2470,92,1,35.83
4580,84,5,10.12
2886,46,1,7.71
4903,94,3,21.33
2477,53,3,17.11
1964,60,4,23.39
3342,13,4,29.7
4777,23,2,36.81
2656,7,3,49
117,41,2,23.62
3150,31,5,12.35
4304,35,2,42.73
2705,13,4,21.05
745,96,2,18.62
4689,5,2,26.47
2322,95,2,5.15
3433,36,2,48.84
481,35,1,23.24
3660,42,2,10.31
1198,69,3,2.74
2913,86,1,43.28
2622,90,1,47.35
4143,5,1,37.47
3439,30,1,35.97
4379,81,1,46.7
4121,63,5,3.1
4965,12,5,42.91
72,43,3,45.61
4412,97,5,2.52
1599,58,4,27.24
2003,3,4,34.98
2832,13,2,20.18
3249,58,2,13.72
3307,14,3,43.68
996,81,3,11.95
3534,15,1,7.54
475,98,4,0.29
3897,80,3,2.7
4380,31,5,37.16
172,98,1,29.8
47,60,2,33.45
219,72,2,23.8
820,9,2,39.08
1756,13,4,28.51
4013,100,2,14.82
1174,2,5,44.58
3274,32,4,37.39
1931,56,5,3.92
3754,27,4,14.16
614,61,5,48.87
443,94,4,4.08
665,14,5,25.11
1582,25,1,31.17
2594,76,2,3.03
1036,70,5,23.09
2413,28,1,11.48
3173,45,1,1.7
704,28,2,0.49
1144,36,2,17.78
328,58,4,33.6
1581,50,2,30.38
3568,53,3,7.94
3480,65,4,31.57
2546,74,1,6.37
810,26,4,19.9
3510,40,4,47.9
2872,94,3,41.38
3768,46,1,10.68
3548,58,3,0.07
3485,3,3,7.15
2651,68,1,16.57
121,91,2,47.36
3328,95,5,49.11
3273,60,5,6.21
1676,33,4,20.64
4885,58,2,14.43
3938,84,4,7.41
3741,100,4,25.94
107,100,2,5.96
3419,18,4,23.23
3153,91,3,40.94
422,15,1,23.99
2456,67,2,24.57
1140,69,2,0.19
4344,26,5,4.3
1277,68,1,38.59
2344,22,5,27.12
1676,18,2,15.45
2455,96,3,2.71
3726,10,5,13.49
565,3,1,46.96
4127,63,1,20.98
3860,87,3,47.24
3273,80,4,48.57
2302,78,4,8.72
4840,55,2,24.88
3396,49,1,2.42
4121,9,4,45.31
3270,19,4,0.27
327,46,3,19.27
2759,64,2,42.56
3635,34,2,44.88
1779,19,1,11.85
2906,91,5,15.94
4117,98,5,12.82
3896,42,5,33.62
2388,29,5,19.72
3908,19,4,25.52
807,53,3,12.33
1168,72,4,42.32
1878,13,1,39.75
1823,25,1,21.3
1225,34,3,36.12
1613,38,3,8.89
2463,1,3,14.85
4516,97,1,6.2
4168,11,3,43.35
1301,71,4,49.56
514,77,4,48.75
2617,70,3,2.75
2875,95,2,47.34
763,70,2,16.19
1249,44,2,33.78
3653,48,1,36.84
687,50,1,1.16
1925,78,4,49.69
1132,5,2,3.49
996,6,5,28.24
4977,45,3,13.17
904,49,1,8.36
1908,28,3,35.88
4474,8,1,21.49
1514,52,2,12.58
504,46,3,9.45
3413,39,4,9.55
3368,60,2,5.04
3447,74,3,6.12
3642,78,2,24.48
1573,53,2,46.72
4257,100,2,25
4380,50,2,21.78
2241,25,1,9.38
649,59,3,26.95
3897,49,5,33.9
3644,66,2,6.83
1977,73,5,2.54
4754,16,2,30.77
2161,91,1,24.89
3128,91,4,36.44
3936,64,4,38.21
2861,94,5,37.92
2949,29,1,45.6
4187,48,4,16.09
4101,100,4,16.65
1673,37,1,18.13
51,70,4,4.27
4644,9,5,41.25
1400,46,1,36.15
3680,81,4,19.67
96,68,3,49.85
3713,52,1,34.33
4737,77,1,8.9
2851,54,1,16.72
783,64,3,45.03
2233,16,3,27.99
1675,30,3,3.24
359,55,1,33.55
208,18,1,9.4
3230,60,3,20.39
2037,66,3,21.66
4432,98,1,27.62
1909,46,2,35.42
2742,26,5,18.36
77,52,5,21.32
2510,14,4,41.02
2884,64,1,28.46
3539,14,1,7.56
551,80,3,29.67
70,74,5,25.08
3632,52,5,38.03
3200,18,2,18.41
4739,73,3,41.34
3929,15,2,23.79
3703,25,4,22.64
2354,37,5,15.72
2981,7,2,26.06
4085,100,4,18.75
2159,65,1,44.6
585,51,4,46.63
4010,54,5,18.53
1972,1,1,24.91
3731,86,4,23.93
4130,49,3,9.82
3899,38,1,34.39
973,30,4,40.98
747,92,2,28.79
4020,89,2,30.51
2603,53,1,41.01
414,2,2,24.88
1628,60,5,4
3361,24,3,15.28
1675,80,1,44.19
1227,84,3,5.47
4397,65,2,22.93
3250,98,1,25.74
3555,46,5,45.61
1416,60,1,23.7
1675,45,3,37.46
3979,96,5,25.49
4784,62,5,18.27
239,97,4,1.86
3113,89,5,4.12
349,71,4,36.51
3624,56,5,39.86
3238,15,3,33.96
649,49,1,17.6
154,28,4,25.62
2084,13,2,26.98
4418,31,4,45.51
388,20,2,13.2
4267,47,4,41.36
1237,42,4,25.95
3060,59,2,5.87
2925,57,2,31.15
4882,12,1,19.37
1009,25,4,22.25
1645,10,5,39.32
2158,35,5,33.25
1860,61,4,12.55
2387,13,2,30.22
4312,87,3,5.93
822,5,4,0.89
3750,99,3,36.34
3504,34,3,14.45
2818,47,4,19.35
4117,85,1,3.74
2244,88,1,27.39
2850,8,1,47.26
1043,52,1,15.43
1813,75,1,7.16
856,96,4,45.44
3254,16,4,31.14
1603,87,1,18.96
327,44,2,6.59
4327,10,2,42.83
3687,88,1,14.18
11,69,5,20.09
2582,14,3,15.22
4943,78,2,1.05
3812,78,5,44
784,49,1,4.87
1061,29,1,18.16
3646,56,2,12.62
2641,25,1,9.01
1469,50,2,12.01
3102,99,1,30.54
1714,66,5,40.19
336,37,3,43.8
2183,48,4,9.87
4313,81,4,31.64
2834,70,3,13.27
2100,10,1,20.64
1329,22,2,47.64
2075,72,1,5.86
3590,93,5,7.68
4128,26,3,12.77
4999,12,4,34.42
4724,89,2,39.62
4663,24,1,18.81
3891,6,5,14.51
2795,63,2,34.26
2583,38,4,13.04
1619,39,2,15.57
4314,79,4,39.61
697,90,4,15.37
796,3,2,16.59
3775,98,2,46.92
1977,11,5,40.17
3619,92,2,34.8
1648,48,3,35.81
834,42,1,31.18
1038,27,4,17.95
4179,44,3,37.75
3231,46,3,24.54
1789,71,3,2.45
3007,94,5,11.02
793,50,5,0.59
4072,36,3,39.17
139,52,2,1.14
2614,5,4,43.74
3585,31,2,39.74
4048,28,5,0.34
3520,89,3,25.29
3769,18,5,13.89
1643,51,4,32.62
3251,49,5,35.33
1764,5,4,41.53
4187,29,1,25.81
3023,32,1,22.87
1600,12,2,41.73
2915,62,1,12.68
4984,6,3,41.63
3167,47,2,14.34
3930,25,4,8.12
3746,92,4,3.78
3664,57,1,43.42
841,43,2,8.99
439,3,1,32.72
2066,39,2,40.07
2659,3,3,17.97
3424,39,5,9.49
2083,61,3,44.89
2390,20,5,11.29
1714,31,2,9.17
1467,67,3,22.24
3352,64,3,36.89
655,90,5,29.02
3216,65,5,28.88
619,41,5,33.01
4001,35,2,11.73
1886,12,3,26.76
663,17,2,30.06
862,25,4,37.5
3143,87,5,16.9
970,59,2,9.4
2078,24,5,43.62
3446,37,4,5.55
2669,20,4,30.29
4497,54,4,23.1
239,34,4,30.54
1007,18,4,15.43
748,34,4,34.87
2510,33,3,31.7
1968,83,1,6.78
4560,37,2,3.4
4622,25,1,43.25
2421,55,4,6.12
2322,54,5,21.06
4154,42,4,39.19
2884,48,4,41.38
4833,5,3,9.7
1090,39,2,24.41
1493,69,4,28.79
2675,55,3,14.28
2069,10,5,19.92
4396,34,3,12.06
4231,99,4,24.57
2466,5,4,17.45
818,60,3,34.75
4058,40,1,47.51
3613,56,1,28.88
4440,27,1,9.67
3565,40,2,3.85
1399,27,5,49.91
4274,77,5,21.18
193,41,2,47.17
1241,36,4,38.15
1451,99,3,21.31
4911,95,2,32.3
4393,81,1,27.83
2806,37,2,23.71
4330,47,3,1.8
4558,24,5,20.65
2836,62,4,49.59
1863,64,3,29.88
4088,75,1,43.72
228,52,3,7.35
2864,79,4,46.2
3997,42,3,3
3902,80,4,8.13
940,34,5,45.51
4832,29,3,29.01
3715,32,4,12.97
2130,49,2,38.92
2846,37,4,0.56
3181,98,3,10.1
3769,25,5,43.74
4646,22,5,18.42
2122,42,4,47.83
2516,68,1,29.74
1471,18,2,10.49
3967,76,3,19.26
4960,100,1,22
2151,8,4,34.22
2330,25,1,28.98
2481,58,5,28.42
1661,90,5,35.03
4787,85,1,28.01
4939,16,2,14.29
3408,45,4,7.9
1294,80,3,35.27
2723,55,2,29.9
3505,23,3,0
718,39,3,15.02
4976,52,1,10.83
3939,4,5,16.14
2259,93,3,41.97
1569,65,3,23.51
2440,82,2,21.52
1213,84,4,21.6
3048,54,3,34.72
176,90,4,42.31
1396,90,1,23.28
2746,40,4,7.01
3544,87,1,30.38
1521,64,5,0.19
1362,48,3,11.03
7,66,4,11.45
3292,35,1,22.75
1890,61,5,17.24
1338,9,4,15.79
1608,61,1,32.93
2658,79,5,5.78
2240,38,1,42.39
1291,12,1,28.39
2812,43,4,26.04
4559,41,1,36.9
4104,41,1,14.12
412,93,2,0.28
3411,47,1,23.37
2334,22,5,38.6
3622,71,2,8.53
1189,31,1,13.62
3014,13,3,14.04
4326,24,4,44.13
1827,97,5,24.01
3602,71,3,9.91
2761,76,5,10.55
2899,32,2,6.68
634,64,5,37.23
3787,11,2,38.67
1697,75,1,18.31
1321,86,4,4.86
1725,54,3,45.06
4580,80,4,30.26
3809,65,1,5.75
1098,41,4,16.82
532,7,3,12.07
239,85,3,25.67
1346,19,2,41.74
2118,97,1,21.8
418,62,4,34.19
2228,54,4,22.5
1415,85,4,4.59
2138,33,3,1.14
3063,20,1,39.68
3469,75,1,38.27
810,40,5,30.4
549,7,5,42.52
4913,6,3,25.46
2948,94,2,18.58
926,87,4,47.68
517,80,1,38.33
457,23,5,47.48
1630,71,4,22.35
700,88,1,48.26
4045,72,4,9.65
3084,3,5,9.39
879,94,5,45.76
888,1,5,39.86
4047,35,3,25.72
4935,55,2,41.78
325,7,2,25.29
3385,49,3,4.52
2809,83,4,0.49
2695,20,3,34.84
4782,38,2,48.94
3102,54,2,3.5
915,61,5,26.69
180,68,4,10.07
3309,55,1,38.32
3392,63,3,37.87
4050,53,2,14.18
3122,19,2,8.38
4838,98,1,9.92
557,37,4,30.25
2260,80,1,17.7
682,53,1,28.66
4563,15,2,41.35
3984,23,5,45.12
1174,33,2,38.59
4863,87,2,0.24
4860,38,1,31.5
194,60,3,37.96
4055,45,2,10.48
148,15,1,7.49
3525,8,3,14.92
2829,26,1,23.79
3504,74,4,16.29
3870,48,2,31.05
751,93,3,8.47
3309,72,5,30.42
1372,10,4,10.35
2296,60,3,8.62
4515,48,4,32.57
1429,29,3,32.07
316,30,2,38.98
1494,38,5,49.01
3161,62,3,25
117,30,5,10.62
3919,17,3,9.04
215,26,1,25.44
1564,70,2,23.84
3095,49,3,6.93
597,87,1,36.73
1087,14,4,16.07
4763,22,3,6.15
3108,80,5,9.96
3000,88,1,35.43
1713,74,5,22.28
4706,97,5,44.12
2748,49,2,3.05
3705,83,5,23.81
1927,43,5,5.28
399,29,4,11.97
619,27,1,33.55
683,99,1,43.41
3922,39,4,33.5
692,43,5,14.32
880,90,1,43.81
1385,100,4,4.03
2531,86,1,21.09
3302,19,4,31.14
2332,13,2,19.13
3736,60,4,47.92
279,33,4,1.39
3384,2,5,2.73
1993,81,4,30.1
1877,56,4,17.22
1905,29,3,19.28
3929,49,2,8.35
3436,48,4,33.41
4354,65,3,49.11
4047,41,4,27.79
3705,43,4,29.11
2101,60,5,12.16
97,57,4,10.04
1778,25,1,9.46
1992,52,3,45.03
3167,46,4,6.57
1949,61,1,35.4
3539,75,3,30.58
691,13,5,13.48
4163,52,3,25.63
4397,11,3,41.07
851,80,2,32.7
348,4,4,1.1
2111,21,5,13.91
3461,44,4,18.73
3495,37,3,49.46
2790,96,3,8.21
4409,5,4,18.95
4622,96,3,21.57
1745,29,1,0.1
818,45,4,45.55
1595,43,3,38.76
2493,29,2,25.48
2361,38,2,11.27
1434,62,1,17.66
244,32,2,38.79
2268,79,5,43.2
3483,19,3,41.8
1326,45,3,8.33
3252,49,5,11.11
1151,55,2,40.37
3285,81,5,13.57
2618,49,2,38.44
145,26,4,33.52
606,71,5,36.92
371,30,5,34.41
326,23,2,15.21
4971,23,2,35.05
1642,76,3,0.42
1722,2,2,11.46
3292,76,2,4.65
1240,15,5,19.49
1553,74,5,38.44
684,59,1,5.63
1170,43,4,22.02
3938,15,4,7.31
3749,83,5,34.09
1705,58,3,34.93
438,56,2,0.72
3434,75,3,43.42
3574,29,2,42.29
2791,67,2,42.92
4165,50,1,14.78
4025,50,1,21.71
1949,3,2,47.12
1980,65,1,19.09
2053,1,3,5.35
1972,9,3,1.3
3759,61,3,41.87
4159,2,2,7.57
1481,19,5,15.31
3582,46,2,34.27
3450,58,1,48.66
2126,27,3,35.78
1862,13,5,27.92
226,63,5,3.72
1128,18,1,22.66
1716,10,1,22.97
1239,6,1,2.73
2739,68,4,2.13
2670,51,2,11.16
3321,40,5,32.69
2242,56,1,31.23
461,7,4,37.08
2601,41,5,29.23
4036,35,1,10.41
2822,22,1,9.51
3493,19,3,24.32
4070,36,1,45.59
3460,5,3,27.87
3666,72,4,44.92
2676,30,3,39.13
1848,54,4,26.76
4983,23,2,39.43
4935,39,1,14.53
1255,92,3,8.39
347,65,2,37.36
3792,75,5,48.66
307,100,1,33.93
1970,59,4,18.66
1522,54,2,37.49
2100,75,2,20.71
3750,94,1,8.05
2183,35,4,26.36
284,94,5,26.88
572,49,2,12.37
1581,47,1,5.39
3149,22,4,1.96
3871,33,5,32.87
208,81,5,37.72
2287,46,3,14.65
3825,18,2,48.25
570,64,3,31.76
1757,14,1,4.23
3693,24,5,37.45
920,10,3,2.85
70,36,5,22.59
727,20,1,34.32
4529,86,5,36.87
3029,26,5,32.26
3053,37,2,43.63
2557,98,3,40.72
1577,41,4,33.16
3459,37,4,18.14
1998,2,1,42.65
3750,78,1,21.91
658,24,2,19.3
4312,44,3,7.07
3385,47,3,7.77
1775,32,1,25.73
325,27,2,48.55
4709,46,5,49.19
1543,52,2,38.56
2072,54,3,2.98
2111,52,4,15.38
989,14,3,10.19
2277,38,4,0.23
4413,4,5,41.7
954,16,1,47.59
2641,15,2,14.46
2356,9,2,23.47
237,60,2,18.98
2983,72,4,37.01
1678,34,2,6.99
2007,71,5,1.37
802,89,2,6.96
2405,5,2,3.04
332,100,4,41.21
807,21,3,15.44
853,77,1,45.96
1542,4,4,21.62
3081,54,4,42.94
3565,89,1,1.14
3024,73,4,6.7
171,52,2,12.67
4174,57,4,1.18
4910,88,4,16
1293,41,2,45.93
2829,38,2,39.19
4565,8,1,13.18
4760,40,1,40
4833,56,4,43.26
763,29,1,24.74
270,63,1,12.93
3105,46,5,36.79
248,84,1,36.51
3839,53,5,38.89
2234,93,3,31.3
670,26,5,34.12
908,100,3,26.45
3287,14,2,25.94
1262,60,1,40.5
1539,78,4,25.01
1483,5,3,44.56
2245,59,4,11.27
3185,11,5,33.53
394,73,1,38.06
1617,60,1,47.21
1737,49,4,12.67
2961,35,1,29.57
3803,58,2,39.63
3328,16,3,36.22
1460,84,3,26.65
1555,97,4,44.91
2696,97,3,18.82
115,67,5,10.12
2241,27,3,46.34
4013,81,1,44.27
3781,8,4,1.77
1420,62,5,0.07
3257,70,3,47.6
3966,4,3,29.07
1458,54,3,39.12
3096,94,3,44.96
1051,40,5,34.29
3136,47,1,6.74
3427,51,4,0.08
3676,49,2,32.94
2387,13,4,6.4
633,51,4,3.74
1146,22,1,13.91
1150,34,3,8.99
3817,13,5,1.36
2329,61,5,21.83
1444,30,5,13.53
1115,99,4,7.09
4097,89,5,28.99
2515,40,1,7.61
3537,44,2,9.81
531,8,2,6.23
286,20,1,21.45
936,58,1,0.83
1884,35,3,11.72
1491,47,4,8.19
2999,81,2,6.21
524,12,1,33.57
1051,40,3,13.93
4188,63,4,43.38
1426,45,1,46.61
513,16,1,31.59
3267,12,3,29.57
3996,37,4,32.54
4785,34,2,30.94
4584,50,5,28.3
2236,80,1,35.04
368,13,3,36.83
1988,50,2,49.78
931,52,2,47.8
4462,44,4,12.11
3105,25,4,25.88
2017,8,1,47.58
3630,38,4,22.81
20,96,3,31.91
3623,95,4,19.48
4816,21,2,33.86
3948,30,4,35.34
3892,68,1,5.99
2365,15,3,10.24
4140,16,3,30.7
3431,8,5,21.43
3938,74,5,20.29
1707,78,5,29.84
4201,90,4,6.44
3440,5,2,3.16
141,53,3,20.97
756,81,4,32.35
231,31,5,41.86
3076,22,1,41.43
296,53,1,43.09
3466,22,1,8.11
177,2,2,25.38
3196,14,5,32.63
1078,83,2,18.41
4824,91,1,36.44
4100,61,3,21.48
4542,30,4,36.89
4008,26,5,37.38
2260,81,4,25.51
3256,41,2,42.39
4951,4,4,39
4416,5,4,30.45
4038,76,5,9.3
3065,96,3,48.59
1512,65,5,23
4582,99,5,46.83
4374,98,1,27.8
3399,6,4,13.59
4837,61,2,10.59
3964,75,3,19.6
904,14,1,14.72
3447,90,4,31.02
940,43,1,32.7
317,68,1,32.81
1885,25,1,16.25
2530,60,4,20.96
3113,57,3,16.57
3032,27,4,35.8
3144,50,2,22.67
377,41,4,4.56
932,20,4,42.17
3162,9,4,43.63
3961,37,3,34.28
1545,6,3,0.67
4507,16,4,29.72
1612,47,3,44.81
3621,29,1,10.79
3236,15,2,10.93
2077,46,5,10.33
1590,97,5,16.8
1544,2,1,21.66
778,21,1,3.62
3573,12,3,41.94
2830,98,4,18.12
4192,13,3,24.63
3816,24,2,44.47
4891,71,2,15.98
4947,10,2,47.39
1836,57,1,39.79
4389,93,1,48.12
3562,91,2,18.09
3885,50,2,28.83
679,94,5,45.96
4803,36,2,45.71
1266,59,2,16.51
4805,41,1,28.52
1705,100,3,6.78
2259,63,5,12.6
894,60,3,0.27
2211,33,5,48.2
3801,68,4,43.61
2143,90,4,27.13
538,63,1,24.21
3858,57,4,5.61
2276,90,3,33.49
753,61,4,16.02
57,52,3,3.78
1043,41,2,0.59
2421,65,2,44.98
3606,78,1,31.98
4492,75,4,44.2
495,36,3,39.44
1387,59,2,6.56
929,62,1,6.77
4421,54,5,12.32
3186,59,1,33.97
1714,70,5,31.23
3341,61,1,37.42
3093,76,1,0.5
3158,52,4,9.21
2523,82,3,42.08
3152,59,5,23.66
3370,64,3,35.43
3121,73,4,9.82
4103,7,3,3.09
3350,44,3,26.88
1505,13,1,38.58
3594,86,2,27.41
2609,74,5,41.38
1474,18,3,39.96
4037,27,5,43.02
2184,20,5,12.33
3952,66,3,14.94
190,55,4,49.64
1904,53,2,41.26
3457,71,5,49.81
2586,28,1,0.85
4876,48,1,48.35
430,42,5,40.25
2186,67,5,12.09
1337,26,3,39.86
2815,72,4,36.89
4040,22,3,25.22
4547,9,1,14.23
3892,20,1,11.56
4808,50,3,16.22
3867,16,4,6.55
486,87,3,31.77
2042,24,1,42.1
263,9,4,15.34
1781,31,4,1.44
3106,66,5,35.85
2476,56,5,19.73
3722,36,5,2.05
2686,90,1,32.18
3883,73,1,15.12
3477,84,1,33.03
2905,78,5,27.53
1445,11,5,37.87
1292,8,4,22.49
3016,35,1,17.53
457,94,4,49.92
1123,72,4,40.85
750,33,4,17.49
1157,37,2,28.26
355,71,2,20.91
2607,50,1,31.86
4261,34,2,0.97
287,45,2,14.59
4494,51,4,22.71
224,34,3,33.3
328,22,1,20.03
2692,14,5,9.28
2348,94,3,49.12
3554,11,4,12.51
3620,100,3,4.67
2128,31,1,35.16
2744,74,5,40.5
3662,87,4,17.54
373,77,3,33.07
1172,85,2,48.82
2181,47,2,2.32
8,4,2,42.63
2710,96,4,25.48
4177,4,3,15.45
804,70,4,44.98
524,11,3,35.25
1953,50,5,37.88
2176,67,1,22.59
4355,11,5,31.9
4247,6,1,19.3
2702,27,2,25.59
3524,49,3,36.35
1166,99,1,38.61
4481,11,3,8.43
3982,22,5,26.19
142,93,2,30.47
1806,91,3,6.82
3536,25,2,3.15
3396,77,1,14.63
2979,23,1,21.12
2017,54,1,13.55
4560,29,5,23.26
2316,74,3,4.09
4045,28,4,36.08
327,67,4,38.84
2653,92,2,27.22
4545,91,4,19.91
41,10,5,28.26
4259,77,5,21.32
3486,41,1,37
2803,60,3,30.86
4062,19,2,9.98
1916,9,1,41.08
4999,92,5,37.24
211,70,4,47.17
1637,23,3,7.85
2947,12,2,2.89
440,26,2,16.68
179,86,2,12.45
4134,25,4,42.77
435,19,1,47.89
438,24,4,16.21
410,48,5,25.8
3927,31,4,20.69
747,39,2,47.87
4115,31,5,7.86
3391,3,1,24.72
4085,100,1,17.56
4179,37,5,44.59
1623,44,5,12.65
3566,18,2,32.04
2974,19,3,45.58
2301,72,3,35.72
2204,58,5,30.97
3759,29,3,47.62
1495,3,1,48.61
3237,41,2,1.62
4340,40,1,3.64
1690,34,3,30.8
3369,3,2,12.04
2069,88,2,21.38
532,93,2,19.38
2149,31,3,45.87
4480,35,2,32.12
4619,68,2,13.32
1496,59,1,48.68
2103,77,2,4.31
2666,58,3,18.27
2997,66,4,45.82
168,39,3,3.09
4469,72,4,31.43
4679,64,1,18.48
4394,50,2,25.43
2389,80,5,43.13
1907,6,2,11.34
3188,73,2,4.47
3433,49,1,17.76
453,69,2,15.66
3719,49,4,32.86
1527,54,5,28.36
4283,50,2,7.83
3401,68,5,33.82
903,79,2,9.45
3262,70,5,11.41
4264,14,1,22.76
4913,33,4,4.78
1585,8,3,21.1
2295,18,2,35.31
292,92,2,39.11
1741,49,4,1.85
4849,19,4,29.06
2115,1,3,25.02
3953,14,4,19.3
775,19,1,14.62
656,16,3,20.17
3824,98,5,4.06
1802,61,4,43.49
1709,66,2,35.29
1720,64,3,9.14
1913,61,1,21.84
2324,26,3,34.19
3657,84,5,21.75
4900,99,1,4.61
4960,24,4,19.83
4807,68,1,3.53
1318,47,1,4.84
2303,88,2,17.83
4009,47,2,19.54
1142,59,5,46.95
2927,57,4,43.94
3412,69,5,2.3
2121,17,4,44.52
748,72,5,3.53
1127,7,1,25.69
4842,85,5,41.61
2329,30,1,43.81
4792,46,4,20.29
2012,69,5,28.42
2871,79,5,35.59
2975,92,1,35.36
308,83,4,19.64
4162,53,4,32.97
1193,100,5,38.57
31,97,2,1.84
3700,43,3,8.87
1991,29,3,20.88
2798,86,4,24.46
831,41,3,8.06
661,27,1,22.02
1202,48,1,29.09
4632,31,4,5.35
364,22,4,29.85
1853,26,2,13.4
2220,23,1,41.08
2109,6,5,31.78
1338,80,3,49.02
1452,2,5,44.19
2681,4,4,17.67
2789,41,1,39.77
4936,84,4,16.9
4685,10,1,11.86
432,24,3,24.3
2530,93,1,22.8
3499,76,3,47.64
1882,29,4,5.52
934,22,3,15.24
4968,53,5,27.91
4348,43,3,21.19
1546,13,4,10.9
1672,29,3,37.26
720,98,4,15.66
1578,25,1,20.67
492,92,2,15.98
1218,22,1,41.72
2958,64,5,45.07
1749,45,2,22.23
2035,73,5,24.54
4229,31,5,33.49
114,94,4,34.76
3181,52,1,12.77
3932,19,2,35.3
2782,17,3,11.65
3368,72,1,24.96
3101,91,4,25.35
4034,13,5,7.72
56,70,2,37.6
323,19,3,6.39
1659,73,1,49.75
4341,97,1,9.79
4831,83,5,46.31
3971,58,1,11.3
2968,56,1,0.12
2405,21,1,37.99
4275,39,1,4.68
2088,6,1,43.62
2270,52,5,35.89
3877,61,5,28
1888,15,2,41.43
3348,93,3,3.1
2430,86,1,0.88
4901,36,1,11.27
4804,21,1,0.66
1300,5,2,33.45
591,40,2,24.83
4338,54,4,41.79
2086,66,3,32.45
913,84,1,23.35
2826,72,4,21.06
1626,34,1,24.46
4881,26,1,49.86
702,82,4,36
2183,71,1,17.03
3959,70,2,41.44
1341,5,4,34.78
762,9,2,25.09
1350,77,5,23.37
4238,62,2,34.84
46,17,5,25.53
2167,84,3,17.69
4361,16,5,25.54
1571,4,2,18.82
703,97,5,32.8
2300,40,4,28.9
2643,91,1,49.42
2604,66,4,9.94
2826,83,1,11.39
4741,55,1,44.43
4524,4,2,21.42
500,48,2,46.08
3220,67,2,44.57
4239,83,4,5.72
3955,69,5,4.96
2906,87,4,8.38
3289,48,3,17.03
1409,77,2,18.89
1041,77,1,27.51
3243,60,3,43.22
2305,80,4,2.19
2078,70,5,22.85
4013,97,4,34.27
3959,62,4,47.04
2141,52,1,25.55
2803,84,2,2.64
2720,27,3,31.78
186,46,3,34.3
956,79,1,27.16
680,47,1,3.57
4277,29,5,33.52
1015,67,3,0.65
609,68,3,9.29
4482,16,2,11.3
547,1,2,14.94
1448,98,2,5.47
1236,40,3,29.84
3330,47,1,6.47
2996,70,4,36.87
1821,65,4,37.36
3556,73,5,5.57
1722,54,5,20.79
3329,24,2,21.29
2324,1,3,10.25
2091,46,5,27.37
4585,41,5,29.25
2915,87,2,18.6
2261,64,2,9.2
4092,92,5,35.99
2761,33,2,11.85
818,40,2,26.63
4387,70,3,12.17
2172,56,2,6.82
1195,77,2,4.63
3795,79,2,18.34
132,19,2,30.6
3450,47,3,5.54
843,60,3,2.5
1942,48,3,7.99
2023,71,1,16.62
4831,77,4,15.58
1838,84,5,16.62
1205,69,3,3.14
4837,64,2,29.2
2680,86,1,23.95
1300,67,2,13.44
948,39,3,44.4
2652,28,1,46.43
4238,7,1,30.29
356,98,4,43.02
776,2,2,25.46
1740,17,3,6.22
3180,65,4,1.21
3151,50,2,3.41
902,10,3,13.71
360,99,3,23.32
904,47,2,10.57
482,16,3,26.09
589,80,3,22.1
3389,59,4,29
3871,59,1,8.05
4262,54,5,47.36
2728,36,5,24.08
53,35,5,22.31
452,24,3,33.48
3036,52,2,31.33
556,90,2,17.92
4358,100,5,44.93
3946,9,5,23.57
2243,29,5,44.29
3908,27,5,30.36
4043,86,1,0.44
1165,38,3,20.02
4757,8,3,33.52
2545,22,5,1.87
3686,54,3,40.91
586,62,4,8.51
2993,73,3,34.4
3339,26,4,32.48
2502,2,1,26.52
4776,39,3,35.64
4644,12,3,29.46
2989,32,5,15.69
4970,17,3,44.2
3396,3,5,9.77
3762,15,4,26.92
778,98,5,21.07
830,60,1,17.38
2901,77,4,22.87
200,49,5,42.63
7,37,1,36.78
2212,73,1,47.17
1889,25,2,6.64
3835,4,5,49.39
2636,86,5,1
1589,41,1,40.08
3568,31,3,28.03
2890,64,1,13.16
4891,68,1,30.09
2910,72,4,48.24
463,69,3,40.86
4056,43,3,40.19
3172,63,1,33.94
591,73,2,42.1
3137,63,4,23.96
566,33,2,42.26
3732,26,5,8.53
4974,5,2,3.54
